demos, 745.0, 480.0, 490.0, 545.0, 755.0, 380.0, 430.0, 605.0, 235.0, 280.0, 280.0
0.01, 415.0, 380.0, 260.0, 220.0, 285.0, 750.0, 450.0, 545.0, 775.0, 545.0, 100.0, 445.0, 525.0, 355.0, 505.0, 345.0, 545.0, 505.0, 380.0, 600.0
0.05, 400.0, 100.0, 100.0, 385.0, 460.0, 405.0, 310.0, 390.0, 390.0, 330.0, 750.0, 195.0, 215.0, 290.0, 710.0, 385.0, 210.0, 485.0, 600.0, 465.0
0.1, 465.0, 315.0, 690.0, 700.0, 255.0, 450.0, 455.0, 230.0, 170.0, 295.0, 235.0, 555.0, 425.0, 110.0, 490.0, 445.0, 435.0, 480.0, 665.0, 475.0
0.15000000000000002, 85.0, 455.0, 800.0, 335.0, 425.0, 490.0, 380.0, 240.0, 175.0, 345.0, 450.0, 685.0, 375.0, 220.0, 490.0, 550.0, 470.0, 415.0, 490.0, 585.0
0.2, 270.0, 420.0, 550.0, 275.0, 90.0, 175.0, 410.0, 600.0, 600.0, 365.0, 145.0, 325.0, 115.0, 805.0, 170.0, 470.0, 440.0, 510.0, 235.0, 210.0
0.25, 365.0, 545.0, 320.0, 250.0, 565.0, 765.0, 305.0, 290.0, 375.0, 505.0, 395.0, 470.0, 720.0, 315.0, 590.0, 500.0, 570.0, 360.0, 230.0, 405.0
0.3, 455.0, 485.0, 525.0, 190.0, 65.0, 295.0, 150.0, 370.0, 335.0, 380.0, 250.0, 545.0, 505.0, 240.0, 710.0, 275.0, 370.0, 740.0, 575.0, 480.0
0.35000000000000003, 160.0, 95.0, 340.0, 305.0, 315.0, 160.0, 395.0, 420.0, 290.0, 155.0, 200.0, 490.0, 525.0, 410.0, 75.0, 400.0, 600.0, 265.0, 265.0, 480.0
0.4, 80.0, 545.0, 475.0, 195.0, 775.0, 290.0, 165.0, 220.0, 275.0, 230.0, 150.0, 355.0, 100.0, 740.0, 350.0, 395.0, 345.0, 250.0, 260.0, 300.0
0.45, 545.0, 270.0, 275.0, 435.0, 340.0, 305.0, 450.0, 700.0, 350.0, 235.0, 600.0, 30.0, 125.0, 205.0, 605.0, 265.0, 445.0, 250.0, 390.0, 320.0
0.5, 85.0, 135.0, 445.0, 335.0, 150.0, 250.0, 35.0, 190.0, 450.0, 470.0, 675.0, 295.0, 195.0, 85.0, 535.0, 115.0, 205.0, 285.0, 50.0, 390.0
0.55, 75.0, 275.0, 195.0, 605.0, 600.0, 430.0, 170.0, 200.0, 385.0, 315.0, 175.0, 235.0, 165.0, 285.0, 465.0, 225.0, 105.0, 335.0, 60.0, 220.0
0.6000000000000001, 295.0, 445.0, 80.0, 380.0, 215.0, 135.0, 435.0, 390.0, 295.0, 125.0, 260.0, 75.0, 385.0, 305.0, 250.0, 320.0, 560.0, 120.0, 65.0, 545.0
0.6500000000000001, 185.0, 75.0, 25.0, 230.0, 140.0, 225.0, 30.0, 225.0, 90.0, 210.0, 290.0, 155.0, 355.0, 80.0, 35.0, 85.0, 90.0, 90.0, 170.0, 230.0
0.7000000000000001, 380.0, 140.0, 325.0, 215.0, 230.0, 140.0, 55.0, 150.0, 145.0, 70.0, 55.0, 250.0, 330.0, 35.0, 200.0, 35.0, 360.0, 325.0, 800.0, 100.0
0.7500000000000001, 145.0, 105.0, 320.0, 35.0, 125.0, 245.0, 60.0, 225.0, 225.0, 460.0, 15.0, 150.0, 260.0, 315.0, 350.0, 265.0, 200.0, 460.0, 185.0, 210.0
0.8, 85.0, 80.0, 220.0, 200.0, 100.0, 185.0, 90.0, 125.0, 105.0, 170.0, 75.0, 220.0, 105.0, 65.0, 165.0, 305.0, 275.0, 175.0, 185.0, 110.0
0.8500000000000001, 150.0, 45.0, 185.0, 125.0, 125.0, 70.0, 135.0, 155.0, 75.0, 130.0, 45.0, 45.0, 105.0, 60.0, 120.0, 315.0, 55.0, 150.0, 110.0, 260.0
0.9000000000000001, 90.0, 45.0, 95.0, 185.0, 110.0, 160.0, 80.0, 350.0, 110.0, 225.0, 290.0, 515.0, 30.0, 185.0, 30.0, 35.0, 240.0, 110.0, 120.0, 240.0
0.9500000000000001, 50.0, 65.0, 125.0, 150.0, 120.0, 210.0, 80.0, 130.0, 60.0, 75.0, 155.0, 80.0, 65.0, 110.0, 200.0, 195.0, 105.0, 65.0, 125.0, 120.0
1.0, 180.0, 310.0, 215.0, 75.0, 255.0, 155.0, 210.0, 55.0, 55.0, 100.0, 50.0, 425.0, 225.0, 110.0, 245.0, 180.0, 385.0, 45.0, 60.0, 60.0
